file,vertical,client,name_on_portfolio_page,sheet_row,drive_file_id
hair-transplant-clinics/the-crown-clinic/crown-clinic-ranks-on-chatgpt-for-top-5-clinics-in-sydney-specialising-in-hair-transplant-surge.webp,Hair Transplant Clinics,The Crown Clinic,Crown Clinic Ranks on ChatGPT for Top 5 Clinics in Sydney Specialising in Hair Transplant Surgery,49,1DyWM7ItRS3MgxhD_mHmYCg0m106L-8PA
hair-transplant-clinics/the-crown-clinic/the-crown-clinic-ranks-on-top-ai-google-search-results-for-the-keyword-fue-hair-transplantation.webp,Hair Transplant Clinics,The Crown Clinic,The Crown Clinic Ranks on Top AI Google Search Results for the Keyword Fue Hair Transplantation In Sydney Keyword,13,1kQQEXIr4oqWdOMS7jrO21FgVac_mvQVK
marketing-agency/online-marketing-for-doctors/online-marketing-for-doctors-ranking-on-google-ai-overview-for-medical-marketing-agency-birming.webp,Marketing Agency,Online Marketing For Doctors,Online Marketing For Doctors Ranking on Google AI Overview for Medical Marketing Agency Birmingham,94,1OanJOHyeZmMHWX3K-E3LArt1dMnmGWE9
marketing-agency/online-marketing-for-doctors/online-marketing-for-doctors-ranking-on-google-ai-overview-for-medical-marketing-agency-gold-co.webp,Marketing Agency,Online Marketing For Doctors,Online Marketing For Doctors Ranking on  Google AI Overview for Medical Marketing Agency Gold Coast,96,1WAWEr7v5hMx-T1Q8GU3Nh18eyLujOM2Q
marketing-agency/online-marketing-for-doctors/online-marketing-for-doctors-ranking-on-google-ai-overview-for-medical-marketing-agency-london.webp,Marketing Agency,Online Marketing For Doctors,Online Marketing For Doctors Ranking on Google AI Overview for Medical Marketing Agency London,97,1qav2aypVFwd4FQsOItPijvBgy35oNr_j
marketing-agency/online-marketing-for-doctors/online-marketing-for-doctors-ranking-on-google-ai-overview-for-medical-marketing-agency-new-yor.webp,Marketing Agency,Online Marketing For Doctors,Online Marketing For Doctors Ranking on Google AI Overview for Medical Marketing Agency New York,95,1zDp0DSXFPHDIg0Bl1GN1RdQ8UuQdnqyA
marketing-agency/online-marketing-for-doctors/online-marketing-for-doctors-ranks-on-top-ai-google-search-results-for-the-plastic-surgery-mark.webp,Marketing Agency,Online Marketing For Doctors,"Online Marketing For Doctors Ranks on Top AI Google Search Results for the "" Plastic Surgery Marketing Agency "" Keyword",12,1QTdujqVA2nMuvWSl1dxw9-YYd7pSk9Ru
men-and-women-health-clinics/mansmatters/mans-matters-ranks-on-chatgpt-for-men-health-clinics-in-london.webp,Men and Women Health Clinics,MansMatters,Mans Matters Ranks on ChatGPT for Men Health Clinics in London,50,1myH7tymlNhyhQ4pd-O_vzb6ZNrDlZne3
men-and-women-health-clinics/mansmatters/mans-matters-ranks-on-chatgpt-for-peyronies-disease-clinic-in-london.webp,Men and Women Health Clinics,MansMatters,Mans Matters Ranks on ChatGPT for Peyronie’s Disease Clinic in London,51,1xJNUCFlSLYNVzzvR8a096kPkAVsHSwQ2
men-and-women-health-clinics/mansmatters/mansmatters-ranks-on-ai-google-search-results-for-the-erectile-dysfunction-near-london-keyword.webp,Men and Women Health Clinics,MansMatters,"MansMatters Ranks on AI Google Search Results for the ""Erectile Dysfunction near London"" Keyword",8,116_PFTAQXdWnnTUXvdvmtrInHP9LyEvI
men-and-women-health-clinics/mansmatters/mansmatters-ranks-on-top-ai-google-search-results-for-the-e-shot-treatment-near-london-keyword.webp,Men and Women Health Clinics,MansMatters,"MansMatters Ranks on Top AI Google Search Results for the  ""E-Shot Treatment near London"" Keyword",9,1EHGWIiwSEYHCkIDWhYX8pFQN5jWRnrkk
men-and-women-health-clinics/mansmatters/mansmatters-ranks-on-top-ai-google-search-results-for-the-keyword-peyronies-disease-treatment-l.webp,Men and Women Health Clinics,MansMatters,"MansMatters Ranks on Top AI Google Search Results for the Keyword ""Peyronie's Disease Treatment London"" Keyword",22,1Gh2FRBHEPWMn_mUaTRYV4wwIgVd-6n7k
men-and-women-health-clinics/mansmatters/mansmatters-ranks-on-top-ai-google-search-results-for-the-keyword-peyronies-disease-treatment-n.webp,Men and Women Health Clinics,MansMatters,"MansMatters Ranks on Top AI Google Search Results for the Keyword ""Peyronie's Disease Treatment near London"" Keyword",10,1YwHyROlJb5JapZq9VedDetYhC7QadOnZ
men-and-women-health-clinics/mansmatters/mansmatters-ranks-on-top-ai-google-search-results-for-the-keyword-shockwave-therapy-for-peyroni.webp,Men and Women Health Clinics,MansMatters,"MansMatters Ranks on Top AI Google Search Results for the Keyword ""Shockwave Therapy for Peyronie's Disease near London"" Keyword",11,1thzy9dXUthrGR2gZlTfRxvzaS70oWOM7
mental-health-clinics/monarch-mental-health-group/monarch-mental-health-group-ranks-on-top-ai-google-search-results-for-the-keyword-tms-clinics-i.webp,Mental Health Clinics,Monarch Mental Health Group,"Monarch Mental Health Group Ranks on Top AI Google Search Results for the Keyword ""Tms Clinics In Melbourne CBD"" Keyword",14,1qnyfD6tWrcx53wVgEl8gWTM2FBTftGSJ
mental-health-clinics/monarch-mental-health-group/monarch-mental-health-group-ranks-on-top-ai-google-search-results-for-the-keyword-tms-mental-he.webp,Mental Health Clinics,Monarch Mental Health Group,"Monarch Mental Health Group Ranks on Top AI Google Search Results for the Keyword ""Tms Mental Health In Melbourne"" Keyword",15,1vhRgnDSxBRdTWtKPT9rYBmTh3-v1YTpc
plastic-surgery/breast-and-body-clinic/breast-and-body-clinic-ranks-on-ai-google-search-results-for-the-breast-lift-near-manchester-ke.webp,Plastic Surgery,Breast and Body Clinic,"Breast and Body Clinic Ranks on AI Google Search Results for the ""Breast Lift near Manchester"" Keyword",19,1Bl30c96b1O1WhXjMnlb5H3opHe23OS_T
plastic-surgery/breast-and-body-clinic/breast-and-body-clinic-ranks-on-ai-google-search-results-for-the-liposuction-near-manchester-ke.webp,Plastic Surgery,Breast and Body Clinic,"Breast and Body Clinic Ranks on AI Google Search Results for the ""Liposuction near Manchester"" Keyword",3,11RqbzD6HGK2mf0d9CfzTrtPL7CbkTWJ1
plastic-surgery/breast-and-body-clinic/breast-and-body-clinic-ranks-on-ai-google-search-results-for-the-mummy-makeover-surgery-near-ma.webp,Plastic Surgery,Breast and Body Clinic,"Breast and Body Clinic Ranks on AI Google Search Results for the ""Mummy Makeover Surgery near Manchester"" Keyword",2,1qOmMBLf_veefLtQzAOPMRD4KlhCEZDUq
plastic-surgery/breast-and-body-clinic/breast-and-body-clinics-ranks-on-chatgpt-for-mummy-makeover-surgeon-in-manchester.webp,Plastic Surgery,Breast and Body Clinic,Breast and Body Clinics Ranks on ChatGPT for Mummy Makeover Surgeon in Manchester,59,120mRCHnIhaWn2GLmy-tyGSDh4l5WLcrp
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-both-google-ai-overview-and-maps-for-the-keyword-deep-plane-face.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on both Google AI Overview and Maps for the Keyword 'Deep Plane Facelift Near London',79,1lKNJjWzM2ehQzbI1i6Ulpq3C-eMrjvmH
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-both-google-ai-overview-for-deep-plane-facelift-in-london.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on both Google AI Overview for Deep Plane Facelift in London,88,1Q4yk8IfI8BJZ1h1kILXKHAjTPyQ1ylo_
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-both-google-ai-overview-for-deep-plane-facelift-surgeon-uk.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on both Google AI Overview for Deep Plane Facelift Surgeon UK,85,1HEKbypxJnrFB38MsbEMuPd45cj8cpqKR
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-both-google-ai-overview-for-top-10-deep-plane-facelift-surgeons.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on both Google AI Overview for Top 10 Deep Plane Facelift Surgeons in London,87,1tleYZ6mxdqR3fJHabxWwINDx5d9o3aq0
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-both-google-ai-overview-for-top-deep-plane-facelift-surgeons-in.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on both Google AI Overview for Top Deep Plane Facelift Surgeons in London,86,1OG8pBL9JSOM7vQtor9L7GaN4PZe37Gkp
plastic-surgery/british-face-clinic/british-face-clinic-ranking-on-google-ai-overview-for-the-keyword-deep-plane-facelift-near-lond.webp,Plastic Surgery,British Face Clinic,British Face Clinic Ranking on Google AI Overview for the Keyword 'Deep Plane Facelift Near London',80,1DQZUJ8c7PKgzyvdL8A0tr2hAU2FGUavX
plastic-surgery/british-face-clinic/british-face-clinic-ranks-on-ai-search-results-for-closed-rhinoplasty-london-keyword.webp,Plastic Surgery,British Face Clinic,"British Face Clinic Ranks on AI Search Results for ""Closed Rhinoplasty London"" Keyword",62,1QtfL-Wlkd21x5YitJIOVgppRPcMWM92J
plastic-surgery/british-face-clinic/british-face-clinic-ranks-on-ai-search-results-for-open-rhinoplasty-london-keyword.webp,Plastic Surgery,British Face Clinic,"British Face Clinic Ranks on AI Search Results for ""Open Rhinoplasty London"" Keyword",63,1qM1fW0_GkHwZo1J-MN0NkAgKiTP4R-xB
plastic-surgery/british-face-clinic/british-face-clinic-ranks-on-ai-search-results-for-preservation-rhinoplasty-london-keyword.webp,Plastic Surgery,British Face Clinic,"British Face Clinic Ranks on AI Search Results for ""Preservation Rhinoplasty London"" Keyword",65,15_vo8SYMi5CCLbFAYNY1iMA5hkxbIEaM
plastic-surgery/delta-clinics/delta-clinics-rank-on-ai-google-search-results-for-the-brazilian-butt-lift-in-london-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Rank on AI Google Search Results for the ""Brazilian Butt Lift In London"" Keyword",23,19nzBpZITaAohE4Rmaad7EjMerkHfBgh-
plastic-surgery/delta-clinics/delta-clinics-rank-on-ai-google-search-results-for-the-breast-augmentation-procedure-near-londo.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Rank on AI Google Search Results for the ""Breast Augmentation Procedure near London"" Keyword",18,18guV-YhGxM4LJMT68Jh6P6VqC8M9AczW
plastic-surgery/delta-clinics/delta-clinics-rank-on-ai-google-search-results-for-the-breast-augmentation-surgery-near-london.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Rank on AI Google Search Results for the ""Breast Augmentation Surgery Near London"" Keyword",24,1Z-dwiEwGmirXsWBBl8E5QAZHJcaeN5Tc
plastic-surgery/delta-clinics/delta-clinics-ranking-on-google-ai-overview-for-the-keyword-bbl-near-london.webp,Plastic Surgery,Delta Clinics,Delta Clinics Ranking on Google AI Overview for the Keyword 'BBL Near London',81,1Zfc9nHFZIWtx-aG_do1WooK0qnfei5bZ
plastic-surgery/delta-clinics/delta-clinics-ranks-on-ai-search-results-for-hourglass-tummy-tuck-london-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on AI Search Results for ""Hourglass Tummy Tuck London"" Keyword",47,1S6iP-CdMtUJU6c8Pq7yAxTd6iX1njcTd
plastic-surgery/delta-clinics/delta-clinics-ranks-on-ai-search-results-for-plus-size-tummy-tuck-london-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on AI Search Results for ""Plus Size Tummy Tuck London ""Keyword",46,1T3pq28HZMNe9BugZEy37joLeeiwBFKky
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chactgpt-for-tummy-tuck-surgery-clinics-in-london.webp,Plastic Surgery,Delta Clinics,Delta Clinics Ranks on ChactGPT for Tummy Tuck Surgery Clinics in London,44,1ntjkg5x6UiNQyQDDyBkTCFLln7sV5xE_
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-for-top-5-bbl-surgery-clinics-in-london.webp,Plastic Surgery,Delta Clinics,Delta Clinics Ranks on ChatGPT for Top 5 BBL Surgery Clinics in London,43,1kR5xn3GommLgkzK1YFa1qnNWK-k5YU4X
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-for-top-5-plastic-surgery-clinics-in-london-specialising-in-tumm.webp,Plastic Surgery,Delta Clinics,Delta Clinics Ranks on ChatGPT for Top 5 Plastic Surgery Clinics in London Specialising in Tummy Tuck Surgery,45,1BoyWVyeE0uJj83HPTRZF24oXbZa-wCnW
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-results-for-the-best-best-plastic-surgery-clinic-in-london-keywo.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on ChatGPT Results for the ""Best Best Plastic Surgery Clinic in London"" Keyword",75,1XQAnUN_IZJ-ErV3iTE2C7lwQeqvsCdKN
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-results-for-the-best-liposuction-clinic-in-london-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on ChatGPT Results for the ""Best Liposuction Clinic in London"" Keyword",74,11TlUGQNxgYjFmiOInY4cYI7Lxqh-tBvD
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-results-for-the-breast-augmentation-london-clinic-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on ChatGPT Results for the ""Breast Augmentation London Clinic"" Keyword",73,1JarVBdjcsGcEzF0LOwPVcVPrCnC9ttaS
plastic-surgery/delta-clinics/delta-clinics-ranks-on-chatgpt-results-for-the-rhinoplasty-surgery-clinic-london-keyword.webp,Plastic Surgery,Delta Clinics,"Delta Clinics Ranks on ChatGPT Results for the ""Rhinoplasty Surgery Clinic London"" Keyword",72,1UZKJQMl6m9I1IFryCrJeP8Y0MABmquR8
plastic-surgery/dr-joseph-rizk/dr-joseph-rizk-ranks-on-ai-search-results-for-a-question-related-to-plastic-surgery.webp,Plastic Surgery,Dr Joseph Rizk,Dr Joseph Rizk Ranks on AI Search Results for a Question Related to Plastic Surgery,61,1TGZyfX1YRahHEKW2Gv-xdyq_UHbk_kly
plastic-surgery/dr-queenie-chan/dr-queenie-chan-ranking-on-both-google-ai-overview-and-seach-for-the-keyword-morpheus8-near-alb.webp,Plastic Surgery,Dr Queenie Chan,Dr Queenie Chan Ranking on both Google AI Overview and Seach for the Keyword ' Morpheus8 Near Albury',78,1IDSdSwl7x-DTTNWZvkiyIXMnSqonwIfT
plastic-surgery/eastern-plastic-surgery/eastern-plastic-surgery-ranks-on-ai-google-search-results-for-the-augmentation-mammoplasty-in-m.webp,Plastic Surgery,Eastern Plastic Surgery,"Eastern Plastic Surgery Ranks on AI Google Search Results for the ""Augmentation Mammoplasty In Melbourne"" Keyword",25,17FnwAAAGdefd9Aw-swdbdEtg0qmJRg7A
plastic-surgery/mr-manaf-khatib-plastic-surgery/mr-manaf-khatib-on-chatgpt-for-a-question-related-to-hourglass-tummy-tuck-london.webp,Plastic Surgery,Mr Manaf Khatib Plastic Surgery,Mr Manaf Khatib on ChatGPT for a Question related to Hourglass Tummy Tuck London,60,1MHheu44tsGBXARuMzCOXNdk4mI6ReJqC
plastic-surgery/mr-manaf-khatib-plastic-surgery/mr-manaf-khatib-plastic-surgery-ranks-on-ai-google-search-results-for-the-hybrid-breast-augment.webp,Plastic Surgery,Mr Manaf Khatib Plastic Surgery,"Mr Manaf Khatib Plastic Surgery Ranks on AI Google Search Results for the ""Hybrid Breast Augmentation near London"" Keyword",4,1_YbJLWaFaNrI0ZfuzscR42gMQuYjvvlD
plastic-surgery/paul-wilson/paul-wilson-ranking-on-chatgpt-for-best-rhinoplasty-surgeon-bristol.webp,Plastic Surgery,Paul Wilson,Paul Wilson Ranking on  ChatGPT for Best Rhinoplasty Surgeon Bristol,100,13DKml1_aVKy7jv8Xh0X6WjqB2H6WILg1
plastic-surgery/paul-wilson/paul-wilson-ranking-on-google-ai-overview-for-who-are-the-best-rhinoplasty-surgeons-in-bristol-2.webp,Plastic Surgery,Paul Wilson,Paul Wilson Ranking on Google AI Overview for Who Are The Best Rhinoplasty Surgeons in Bristol UK,99,1QKAujDB6T3n_dd3U5sw4Ew743vtnO7A9
plastic-surgery/paul-wilson/paul-wilson-ranking-on-google-ai-overview-for-who-are-the-best-rhinoplasty-surgeons-in-bristol.webp,Plastic Surgery,Paul Wilson,Paul Wilson Ranking on Google AI Overview for Who Are The Best Rhinoplasty Surgeons in Bristol,98,1eweyCUjO7K67jktDunCv6eFceHWCOepR
plastic-surgery/symmetry-clinic/symmetry-clinic-ranking-on-google-ai-overview-for-best-facelift-surgery-clinic-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranking on Google AI Overview for Best Facelift Surgery Clinic in London,101,1q75h96ty2AyLvjO6_bUDjBQdJge7q0N9
plastic-surgery/symmetry-clinic/symmetry-clinic-ranking-on-google-ai-overview-for-best-facial-plastic-surgeons-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranking on Google AI Overview for Best Facial Plastic Surgeons in London,103,1NzLTk-foAiBXISsg90jQv0_QCNdPu3mb
plastic-surgery/symmetry-clinic/symmetry-clinic-ranking-on-google-ai-overview-for-best-facial-plastic-surgery-clinic-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranking on Google AI Overview for Best Facial Plastic Surgery Clinic in London,102,1EI4l51ZM_JKA4iNtDSSxuht5pWqTwqPz
plastic-surgery/symmetry-clinic/symmetry-clinic-ranking-on-google-ai-overview-for-facial-reconstructive-surgery-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranking on Google AI Overview for Facial Reconstructive Surgery in London,105,13GIGFnN5CPuvncNFJo2N96xSjCW0HlR4
plastic-surgery/symmetry-clinic/symmetry-clinic-ranking-on-google-ai-overview-for-top-10-facial-cosmetic-surgeons-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranking on Google AI Overview for Top 10 Facial Cosmetic Surgeons in London,104,1DFmwdcDQw-HxY5mUlZHikaOxhoqNN2Hs
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-google-search-results-for-the-face-symmetry-surgery-near-london-key.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Google Search Results for the ""Face Symmetry Surgery near London"" Keyword",20,1T6w0aHKGPvlcahL-4SvsyBmF5DHrgO6k
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-google-search-results-for-the-facial-plastic-surgeon-near-london-ke.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Google Search Results for the ""Facial Plastic Surgeon Near London"" Keyword",41,1c7UDmfuDhv6orWBat7BiyeqMwkSQejIe
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-google-search-results-for-the-facial-plastic-surgery-near-london-ke.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Google Search Results for the ""Facial Plastic Surgery Near London"" Keyword",42,1ztqlF2jGS1RmH8LFqMwU7IbaHcmuZYQh
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-google-search-results-for-the-nose-reduction-london-keyword.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Google Search Results for the ""Nose Reduction London"" Keyword",70,1Mly9qtyriQ1jH-3O2oZLy3GqRHhlWDwy
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-google-search-results-for-the-revision-rhinoplasty-near-london-keyw.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Google Search Results for the ""Revision Rhinoplasty near London"" Keyword",21,121YxeU_sgpfj9ThjjCOZaZnF9X72K46b
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-ai-search-results-for-nose-reduction-london-keyword.webp,Plastic Surgery,Symmetry Clinic,"Symmetry Clinic Ranks on AI Search Results for ""Nose Reduction London"" Keyword",52,1h96NG0yh0xnIjsRvdDMkjBVIUCiY2Cdv
plastic-surgery/symmetry-clinic/symmetry-clinic-ranks-on-chatgpt-for-rhinoplasty-surgey-clinic-in-london.webp,Plastic Surgery,Symmetry Clinic,Symmetry Clinic Ranks on ChatGPT for Rhinoplasty Surgey Clinic in London,53,1qkOchS5WSZEokxrkavw0q66rZSbhFwgv
